contact_id,email,lifecyclestage,hs_latest_source,hs_latest_source_data_1,hs_analytics_source,createdate,hs_lifecyclestage_lead_date,hs_lifecyclestage_marketingqualifiedlead_date,hs_lifecyclestage_salesqualifiedlead_date,hs_lifecyclestage_customer_date,hs_email_optout,hs_is_unworked,_fivetran_synced,_fivetran_deleted
1164,isabel.wilson164@gmail.com,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1705795200000,1706054400000,1706572800000,,,false,false,2024-04-01T09:00:00Z,false
1165,noah.johnson165@outlook.com,opportunity,paid_search,Competitor - Search,paid_search,1708560000000,1708732800000,1709251200000,1709856000000,,true,false,2024-04-01T09:00:00Z,false
1166,frank.miller166@corp.com,opportunity,paid_search,Competitor - Search,paid_search,1710720000000,1710892800000,1711238400000,1712275200000,,true,false,2024-04-01T09:00:00Z,false
1167,bob.garcia167@tech.co,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1704067200000,1704326400000,1704499200000,,,false,false,2024-04-01T09:00:00Z,false
1168,kate.williams168@gmail.com,customer,paid_social,TOF - Awareness,paid_social,1705449600000,1705708800000,1706313600000,1706832000000,1708128000000,false,false,2024-04-01T09:00:00Z,false
1169,eve.miller169@yahoo.com,salesqualifiedlead,email,Promo April,email,1706227200000,1706227200000,1706572800000,1707091200000,,false,false,2024-04-01T09:00:00Z,false
1170,maria.anderson170@corp.com,lead,paid_social,TOF - Awareness,paid_social,1710201600000,1710288000000,,,,true,true,2024-04-01T09:00:00Z,false
1171,olivia.martinez171@outlook.com,opportunity,paid_social,TOF - Awareness,paid_social,1710892800000,1711152000000,1711584000000,1712016000000,,false,false,2024-04-01T09:00:00Z,false
1172,carlos.taylor172@yahoo.com,lead,email,Newsletter March,email,1709856000000,1710115200000,,,,false,true,2024-04-01T09:00:00Z,false
1173,pedro.brown173@yahoo.com,salesqualifiedlead,paid_social,TOF - Awareness,paid_social,1707177600000,1707436800000,1707782400000,1708041600000,,false,false,2024-04-01T09:00:00Z,false
1174,grace.martinez174@outlook.com,marketingqualifiedlead,paid_social,MOF - Traffic,paid_social,1708560000000,1708646400000,1708732800000,,,false,false,2024-04-01T09:00:00Z,false
1175,isabel.davis175@corp.com,salesqualifiedlead,direct_traffic,(not set),direct_traffic,1710460800000,1710720000000,1710806400000,1710892800000,,false,false,2024-04-01T09:00:00Z,false
1176,eve.moore176@tech.co,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1708300800000,1708560000000,1709078400000,,,false,false,2024-04-01T09:00:00Z,false
1177,carlos.brown177@corp.com,salesqualifiedlead,paid_search,Brand - Search,paid_search,1706659200000,1706918400000,1707177600000,1708041600000,,true,false,2024-04-01T09:00:00Z,false
1178,alice.miller178@corp.com,salesqualifiedlead,email,Promo April,email,1708387200000,1708560000000,1708732800000,1709510400000,,true,false,2024-04-01T09:00:00Z,false
1179,sam.garcia179@outlook.com,opportunity,paid_social,BOF - Conversions,paid_social,1707782400000,1708041600000,1708214400000,1708387200000,,false,false,2024-04-01T09:00:00Z,false
1180,quinn.thomas180@yahoo.com,salesqualifiedlead,organic_search,(not set),organic_search,1704499200000,1704585600000,1704931200000,1706140800000,,false,false,2024-04-01T09:00:00Z,false
1181,liam.thomas181@outlook.com,salesqualifiedlead,organic_search,(not set),organic_search,1709769600000,1709942400000,1710288000000,1710547200000,,false,false,2024-04-01T09:00:00Z,false
1182,pedro.jones182@corp.com,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1705708800000,1705708800000,1705881600000,,,false,false,2024-04-01T09:00:00Z,false
1183,bob.white183@outlook.com,opportunity,paid_social,BOF - Conversions,paid_social,1708819200000,1708819200000,1709164800000,1709251200000,,false,false,2024-04-01T09:00:00Z,false
1184,liam.white184@company.io,marketingqualifiedlead,direct_traffic,(not set),direct_traffic,1705363200000,1705536000000,1705622400000,,,false,false,2024-04-01T09:00:00Z,false
1185,james.garcia185@yahoo.com,customer,email,Promo April,email,1710460800000,1710547200000,1710979200000,1711065600000,1712534400000,false,false,2024-04-01T09:00:00Z,false
1186,noah.williams186@yahoo.com,lead,direct_traffic,(not set),direct_traffic,1707696000000,1707696000000,,,,false,true,2024-04-01T09:00:00Z,false
1187,diana.anderson187@outlook.com,salesqualifiedlead,email,Newsletter March,email,1705708800000,1705708800000,1705795200000,1706486400000,,false,false,2024-04-01T09:00:00Z,false
1188,olivia.miller188@corp.com,lead,paid_search,Competitor - Search,paid_search,1710892800000,1711152000000,,,,false,true,2024-04-01T09:00:00Z,false
1189,sam.jones189@yahoo.com,salesqualifiedlead,paid_search,Product - Search,paid_search,1707609600000,1707609600000,1708128000000,1708300800000,,false,false,2024-04-01T09:00:00Z,false
1190,carlos.anderson190@outlook.com,opportunity,paid_social,TOF - Awareness,paid_social,1705017600000,1705017600000,1705622400000,1705968000000,,false,false,2024-04-01T09:00:00Z,false
1191,maria.anderson191@outlook.com,salesqualifiedlead,paid_social,TOF - Awareness,paid_social,1709424000000,1709683200000,1710201600000,1711324800000,,false,false,2024-04-01T09:00:00Z,false
1192,tara.jones192@outlook.com,customer,paid_search,Competitor - Search,paid_search,1706227200000,1706486400000,1706832000000,1707436800000,1708819200000,false,false,2024-04-01T09:00:00Z,false
1193,sam.thomas193@gmail.com,customer,direct_traffic,(not set),direct_traffic,1706054400000,1706313600000,1706832000000,1707436800000,1707696000000,true,false,2024-04-01T09:00:00Z,false
1194,quinn.moore194@company.io,marketingqualifiedlead,paid_social,BOF - Conversions,paid_social,1709510400000,1709510400000,1709769600000,,,false,false,2024-04-01T09:00:00Z,false
1195,noah.williams195@company.io,marketingqualifiedlead,organic_search,(not set),organic_search,1707350400000,1707436800000,1707868800000,,,false,false,2024-04-01T09:00:00Z,false
1196,james.johnson196@corp.com,customer,paid_search,Brand - Search,paid_search,1705190400000,1705449600000,1705795200000,1705968000000,1707264000000,false,false,2024-04-01T09:00:00Z,false
1197,liam.miller197@corp.com,lead,paid_search,Product - Search,paid_search,1705276800000,1705536000000,,,,false,true,2024-04-01T09:00:00Z,false
1198,frank.anderson198@gmail.com,salesqualifiedlead,paid_search,Competitor - Search,paid_search,1707523200000,1707782400000,1708387200000,1709337600000,,false,false,2024-04-01T09:00:00Z,false
1199,tara.miller199@outlook.com,marketingqualifiedlead,paid_social,TOF - Awareness,paid_social,1704931200000,1705104000000,1705708800000,,,true,false,2024-04-01T09:00:00Z,false
1200,noah.smith200@gmail.com,lead,direct_traffic,(not set),direct_traffic,1705881600000,1706140800000,,,,false,true,2024-04-01T09:00:00Z,false
